iter	Passed	Remaining
904	1149	120
905	1150	119
906	1151	118
907	1152	116
908	1152	115
909	1154	114
910	1155	112
911	1156	111
912	1157	110
913	1157	108
914	1158	107
915	1159	106
916	1160	105
917	1161	103
918	1162	102
919	1163	101
920	1163	99
921	1164	98
922	1165	97
923	1166	95
924	1167	94
925	1168	93
926	1169	92
927	1170	90
928	1171	89
929	1172	88
930	1173	86
931	1173	85
932	1174	84
933	1175	83
934	1176	81
935	1177	80
936	1178	79
937	1178	77
938	1179	76
939	1180	75
940	1181	74
941	1182	72
942	1183	71
943	1184	70
944	1185	69
945	1186	67
946	1187	66
947	1188	65
948	1188	63
949	1189	62
950	1190	61
951	1191	60
952	1192	58
953	1193	57
954	1194	56
955	1194	54
956	1195	53
957	1196	52
958	1197	51
959	1198	49
960	1199	48
961	1200	47
962	1201	46
963	1202	44
964	1203	43
965	1204	42
966	1204	41
967	1205	39
968	1206	38
969	1207	37
970	1208	36
971	1209	34
972	1209	33
973	1210	32
974	1211	31
975	1213	29
976	1214	28
977	1215	27
978	1216	26
979	1217	24
980	1218	23
981	1219	22
982	1220	21
983	1221	19
984	1222	18
985	1223	17
986	1223	16
987	1224	14
988	1225	13
989	1226	12
990	1227	11
991	1228	9
992	1229	8
993	1230	7
994	1231	6
995	1232	4
996	1233	3
997	1234	2
998	1235	1
999	1235	0
